,0,1,2,3,4,5,Epochs
29,0.25973555,-0.27732152,0.23719923,-0.10437846,-0.3590178,0.32756513,0
30,0.23404537,-0.2948863,0.26857576,-0.12637898,-0.40166324,0.30298695,0
31,0.28810355,-0.31222647,0.2171653,-0.13026835,-0.41264892,0.22927979,0
32,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
33,0.2757494,-0.3036054,0.1760819,-0.19062082,-0.39946324,0.31001198,0
34,0.27023602,-0.3042885,0.23289742,-0.1393018,-0.39446515,0.27528688,0
35,0.29326364,-0.31240895,0.18951356,-0.18181133,-0.38380277,0.2306059,0
36,0.24446881,-0.31035784,0.2090113,-0.15328419,-0.396433,0.30080742,0
37,0.2067906,-0.25167078,0.2664488,-0.18753368,-0.37808597,0.36763886,0
38,0.2681273,-0.30388743,0.22479303,-0.14886653,-0.3804798,0.2828511,0
39,0.26006606,-0.33486933,0.22479968,-0.17634934,-0.41059738,0.2269789,0
40,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
41,0.24484682,-0.2508568,0.28191742,-0.13180327,-0.36408925,0.33914188,0
42,0.27681056,-0.3455223,0.16460615,-0.13108695,-0.43288344,0.24402937,0
43,0.2442024,-0.30891442,0.23914286,-0.14331417,-0.40476075,0.2954965,0
44,0.28028625,-0.26763862,0.2610898,-0.15937662,-0.36770648,0.28239864,0
45,0.20566837,-0.24173743,0.31725428,-0.120635316,-0.38698083,0.389357,0
46,0.29064742,-0.3140459,0.20358047,-0.16592926,-0.3709617,0.23017997,0
47,0.25623515,-0.29474136,0.22309066,-0.17252184,-0.38411087,0.26000398,0
48,0.27497953,-0.27604327,0.2270472,-0.12625766,-0.34102857,0.28664687,0
49,0.28456277,-0.32473385,0.21798679,-0.1437799,-0.40253234,0.25927442,0
50,0.27023834,-0.3079239,0.22565281,-0.12601839,-0.40053535,0.27954176,0
51,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
52,0.31146017,-0.3124355,0.16661322,-0.12715203,-0.4214294,0.20820782,0
53,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
54,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
55,0.25027573,-0.28249627,0.20179543,-0.14327408,-0.3862623,0.31611168,0
56,0.27352172,-0.30647942,0.23845817,-0.15005085,-0.37388623,0.2642888,0
57,0.23762137,-0.27217847,0.24697292,-0.17028067,-0.36996603,0.30069453,0
58,0.28682682,-0.3113754,0.23170468,-0.13920896,-0.41801965,0.236175,0
59,0.30175865,-0.32861656,0.16934645,-0.14782341,-0.3913852,0.26550472,0
60,0.25788727,-0.28696233,0.2421585,-0.14011748,-0.37862223,0.3045655,0
61,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
62,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
63,0.2679887,-0.29552656,0.21326686,-0.13369113,-0.3906036,0.3119741,0
64,0.27023834,-0.3079239,0.22565281,-0.12601839,-0.40053535,0.27954176,0
65,0.25487244,-0.3167187,0.23037541,-0.15619376,-0.37215343,0.27371436,0
66,0.2636584,-0.3217523,0.26696795,-0.10361409,-0.42443144,0.2771846,0
67,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
68,0.25432742,-0.3118189,0.26116315,-0.13054426,-0.38906795,0.30697697,0
69,0.2735821,-0.30754894,0.23523262,-0.15036687,-0.39637816,0.26783997,0
70,0.25684834,-0.29488394,0.24869794,-0.14824477,-0.39559585,0.28742582,0
71,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
72,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
73,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
74,0.28112766,-0.30465835,0.20376185,-0.13571446,-0.3897357,0.27675474,0
75,0.28644243,-0.30226564,0.24991536,-0.12907809,-0.3607269,0.27097207,0
76,0.2520501,-0.26565015,0.24219137,-0.17275468,-0.3510517,0.31084102,0
77,0.27133605,-0.30711228,0.21622968,-0.12850629,-0.39741933,0.28324524,0
78,0.25334945,-0.28570628,0.22987014,-0.15043107,-0.37627703,0.32670358,0
79,0.25811356,-0.28715643,0.18566279,-0.17752346,-0.36688173,0.3237021,0
80,0.275108,-0.30683154,0.21972995,-0.1513565,-0.3932585,0.27941245,0
81,0.25633314,-0.2981493,0.20273761,-0.13934961,-0.37103432,0.28761968,0
82,0.280911,-0.3222466,0.16617072,-0.14497493,-0.4274087,0.30066577,0
83,0.26638114,-0.27684084,0.22409052,-0.1437439,-0.34479767,0.35887223,0
84,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
85,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
86,0.2861963,-0.28027624,0.23040879,-0.14433098,-0.3713025,0.2676798,0
87,0.24446881,-0.31035784,0.2090113,-0.15328419,-0.396433,0.30080742,0
88,0.25602126,-0.2897255,0.25238532,-0.1536485,-0.3649171,0.27721572,0
89,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
90,0.25138372,-0.31539536,0.23501793,-0.1240222,-0.38065618,0.28142864,0
91,0.27979293,-0.29854637,0.24324988,-0.11794941,-0.38730094,0.2636165,0
92,0.2789244,-0.3153944,0.22204447,-0.11740631,-0.41449857,0.31255978,0
93,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
94,0.275108,-0.30683154,0.21972995,-0.1513565,-0.3932585,0.27941245,0
95,0.25788727,-0.28696233,0.2421585,-0.14011748,-0.37862223,0.3045655,0
96,0.2577962,-0.34473968,0.22374782,-0.1255217,-0.39999044,0.22501811,0
97,0.27149704,-0.30567127,0.23610094,-0.1457341,-0.4008816,0.26439223,0
98,0.2506992,-0.26175925,0.20752122,-0.13848716,-0.3673951,0.33635712,0
99,0.24446881,-0.31035784,0.2090113,-0.15328419,-0.396433,0.30080742,0
100,0.25341654,-0.27335033,0.21704839,-0.15843067,-0.33360314,0.31850064,0
101,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
102,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
103,0.24814177,-0.2780778,0.28060812,-0.104852065,-0.35483173,0.31414098,0
104,0.23965314,-0.3411795,0.19468209,-0.15939665,-0.42565465,0.2665018,0
105,0.27433464,-0.30590934,0.20990314,-0.1495992,-0.37744355,0.29329067,0
106,0.25512934,-0.30303156,0.23030835,-0.14429967,-0.39011198,0.30708542,0
107,0.29174754,-0.31904978,0.16009818,-0.12668201,-0.39984238,0.22327214,0
108,0.24446881,-0.31035784,0.2090113,-0.15328419,-0.396433,0.30080742,0
109,0.27465576,-0.32512647,0.15548854,-0.16406646,-0.38996005,0.28668898,0
110,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
111,0.27997255,-0.30504122,0.20547296,-0.12779677,-0.3984498,0.3103223,0
112,0.24816357,-0.27736574,0.22561042,-0.16211262,-0.35710704,0.32770053,0
113,0.28033304,-0.3120129,0.21243298,-0.13042584,-0.3892464,0.2701029,0
114,0.2679887,-0.29552656,0.21326686,-0.13369113,-0.3906036,0.3119741,0
115,0.2599562,-0.31997555,0.19779375,-0.16643918,-0.39493957,0.26625538,0
116,0.23551472,-0.28925642,0.26773298,-0.14139098,-0.3998326,0.30426002,0
117,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
118,0.25462696,-0.28161973,0.28136617,-0.17550123,-0.3819818,0.27317557,0
119,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
120,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
121,0.282234,-0.32058898,0.21004753,-0.16243611,-0.3904171,0.2442241,0
122,0.2708885,-0.27185857,0.22585596,-0.14405183,-0.35771072,0.31065986,0
123,0.26053745,-0.3127643,0.20209438,-0.13777632,-0.393566,0.27971303,0
124,0.30697048,-0.32154262,0.16183417,-0.15381333,-0.39633834,0.23902035,0
125,0.21701728,-0.294619,0.22356467,-0.17560267,-0.35607755,0.2644065,0
126,0.26994523,-0.30337492,0.22625367,-0.13544428,-0.3838789,0.27851337,0
127,0.29722306,-0.30605042,0.295159,-0.14254926,-0.40160125,0.24891081,0
128,0.2599562,-0.31997555,0.19779375,-0.16643918,-0.39493957,0.26625538,0
129,0.25802952,-0.29012534,0.21453933,-0.15687504,-0.35509837,0.29796898,0
130,0.25566155,-0.30578613,0.21015581,-0.15257739,-0.37154618,0.30425373,0
131,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
132,0.26379165,-0.27205133,0.25837016,-0.12442364,-0.36176893,0.3369792,0
133,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
134,0.30500245,-0.2983497,0.24202456,-0.13889262,-0.38121736,0.25400674,0
135,0.27455872,-0.29951876,0.22248587,-0.14026068,-0.37430403,0.29670095,0
136,0.23361664,-0.28746954,0.26747015,-0.13639271,-0.3800889,0.31022555,0
137,0.27819332,-0.2852746,0.23897277,-0.1231744,-0.36930242,0.2878286,0
138,0.27612498,-0.30993617,0.22561546,-0.1391229,-0.38453716,0.2708748,0
139,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
140,0.27455872,-0.29951876,0.22248587,-0.14026068,-0.37430403,0.29670095,0
141,0.27294692,-0.3050111,0.22895938,-0.13063681,-0.38565227,0.30448225,0
142,0.27826986,-0.30027705,0.264059,-0.14459208,-0.36223358,0.27505937,0
143,0.26404843,-0.30335304,0.20593625,-0.15054761,-0.3846321,0.30399358,0
144,0.281113,-0.31729573,0.20356624,-0.14403178,-0.40296328,0.27862442,0
145,0.2489954,-0.28872475,0.29024932,-0.124738365,-0.39216596,0.31023264,0
146,0.27340496,-0.3271486,0.21981831,-0.12560135,-0.40146506,0.24954003,0
147,0.2524074,-0.2696607,0.22396663,-0.16642015,-0.35294777,0.27916276,0
148,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
149,0.25788727,-0.28696233,0.2421585,-0.14011748,-0.37862223,0.3045655,0
150,0.2970304,-0.2727266,0.1782793,-0.14971346,-0.3403222,0.30794668,0
151,0.2599562,-0.31997555,0.19779375,-0.16643918,-0.39493957,0.26625538,0
152,0.2520501,-0.26565015,0.24219137,-0.17275468,-0.3510517,0.31084102,0
153,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
154,0.29767132,-0.3435684,0.14481828,-0.14917535,-0.4309122,0.24625452,0
155,0.27340496,-0.3271486,0.21981831,-0.12560135,-0.40146506,0.24954003,0
156,0.25377524,-0.30423802,0.22745962,-0.16018502,-0.3590201,0.28607434,0
157,0.25237352,-0.2993716,0.24761902,-0.15116662,-0.40482503,0.28637448,0
158,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
159,0.25536966,-0.24314034,0.2821799,-0.15376183,-0.33933526,0.34236896,0
160,0.24792673,-0.29043436,0.26634064,-0.14728513,-0.38948596,0.26653922,0
161,0.2482476,-0.30748117,0.23081203,-0.13475579,-0.3878153,0.28184175,0
162,0.26869977,-0.28331798,0.25264704,-0.13189524,-0.36998004,0.30485812,0
163,0.27294692,-0.3050111,0.22895938,-0.13063681,-0.38565227,0.30448225,0
164,0.27806836,-0.3325138,0.21596412,-0.1564196,-0.40861496,0.24089314,0
165,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
166,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
167,0.2589181,-0.3114953,0.21552423,-0.11705381,-0.39005417,0.29099005,0
168,0.24730086,-0.28587994,0.2290312,-0.15216196,-0.34762484,0.30228862,0
169,0.26367202,-0.30077374,0.21512784,-0.15411611,-0.35935885,0.29357988,0
170,0.285154,-0.2895927,0.19939037,-0.12288104,-0.35979253,0.31750166,0
171,0.287042,-0.32486415,0.21677896,-0.14687926,-0.40593064,0.27101123,0
172,0.2705726,-0.3222023,0.2370057,-0.094651446,-0.40133154,0.26639408,0
173,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
174,0.27612498,-0.30993617,0.22561546,-0.1391229,-0.38453716,0.2708748,0
175,0.2633275,-0.2844702,0.17247975,-0.14688046,-0.36193907,0.31967947,0
176,0.2816667,-0.26538798,0.2194674,-0.11032727,-0.33432043,0.32950184,0
177,0.25104162,-0.31034958,0.20676532,-0.16032681,-0.39225245,0.29915628,0
178,0.25965032,-0.29550248,0.21976668,-0.1703755,-0.37313032,0.28350735,0
179,0.27447745,-0.2748921,0.23933694,-0.0982098,-0.3589517,0.34251922,0
180,0.27122155,-0.30264783,0.19960427,-0.15349169,-0.38013026,0.29287586,0
181,0.27352172,-0.30647942,0.23845817,-0.15005085,-0.37388623,0.2642888,0
182,0.22825831,-0.31186485,0.2508285,-0.15013747,-0.3863945,0.2966234,0
183,0.27361026,-0.30502224,0.17856795,-0.16014245,-0.3751644,0.27099073,0
184,0.27741215,-0.34196895,0.20165087,-0.17524253,-0.40733266,0.2185168,0
185,0.25717402,-0.27049094,0.24715666,-0.15457842,-0.3501739,0.33666474,0
186,0.25788727,-0.28696233,0.2421585,-0.14011748,-0.37862223,0.3045655,0
187,0.2732523,-0.30455035,0.25448832,-0.13457456,-0.36597657,0.23406899,0
188,0.2524074,-0.2696607,0.22396663,-0.16642015,-0.35294777,0.27916276,0
189,0.2520501,-0.26565015,0.24219137,-0.17275468,-0.3510517,0.31084102,0
190,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
191,0.31980157,-0.30472243,0.21438834,-0.12522486,-0.39984792,0.29424995,0
192,0.28109354,-0.30464372,0.2131629,-0.12207799,-0.4015993,0.31954405,0
193,0.28257024,-0.31833786,0.2303879,-0.1379053,-0.40849885,0.24463111,0
194,0.26034486,-0.29038852,0.23625626,-0.17200634,-0.3537711,0.28461835,0
195,0.27472913,-0.30742776,0.17135799,-0.17292696,-0.38922417,0.25144657,0
196,0.26345792,-0.29564488,0.26267588,-0.16811283,-0.38453758,0.33046603,0
197,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
198,0.2057642,-0.3040316,0.26755783,-0.16252701,-0.42179134,0.27172646,0
199,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
200,0.25216928,-0.30565494,0.23216367,-0.15671164,-0.4002406,0.29540643,0
201,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
202,0.275108,-0.30683154,0.21972995,-0.1513565,-0.3932585,0.27941245,0
203,0.26130396,-0.3218767,0.24848779,-0.15818329,-0.4551909,0.30260497,0
204,0.2735435,-0.31490582,0.17676692,-0.13090752,-0.4019174,0.322774,0
205,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
206,0.27340496,-0.3271486,0.21981831,-0.12560135,-0.40146506,0.24954003,0
207,0.22619066,-0.27242556,0.31566957,-0.1592837,-0.36145982,0.3021567,0
208,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
209,0.2761719,-0.34472364,0.21141826,-0.17675936,-0.44273633,0.20637727,0
210,0.28334627,-0.28403607,0.25000697,-0.14235544,-0.36945355,0.31837058,0
211,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
212,0.25512934,-0.30303156,0.23030835,-0.14429967,-0.39011198,0.30708542,0
213,0.26783997,-0.31411397,0.22029953,-0.1426493,-0.3837278,0.28056866,0
214,0.28856838,-0.31794155,0.22327772,-0.15136519,-0.3892961,0.27504775,0
215,0.26327756,-0.3523739,0.20399976,-0.16343912,-0.42348468,0.22454381,0
216,0.29290044,-0.27945584,0.21931866,-0.13665774,-0.33395302,0.28546476,0
217,0.25602397,-0.27676538,0.18097398,-0.14962733,-0.3550955,0.33491,0
218,0.24446881,-0.31035784,0.2090113,-0.15328419,-0.396433,0.30080742,0
219,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
220,0.2442024,-0.30891442,0.23914286,-0.14331417,-0.40476075,0.2954965,0
221,0.29093173,-0.30573934,0.1876289,-0.1396918,-0.37408924,0.29611284,0
222,0.24957758,-0.28980565,0.254045,-0.15540318,-0.3571362,0.29044706,0
223,0.28019089,-0.30507553,0.2072366,-0.12650685,-0.3992758,0.3122399,0
224,0.26470822,-0.27292803,0.26402926,-0.13982162,-0.36612925,0.32302153,0
225,0.27997255,-0.30504122,0.20547296,-0.12779677,-0.3984498,0.3103223,0
226,0.2738373,-0.29207504,0.2736165,-0.12051013,-0.37433755,0.25951016,0
227,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
228,0.27340496,-0.3271486,0.21981831,-0.12560135,-0.40146506,0.24954003,0
229,0.25567096,-0.28986564,0.21832986,-0.15685244,-0.36404055,0.29493964,0
230,0.25656968,-0.2965428,0.25067964,-0.13004431,-0.4022292,0.29877478,0
231,0.27612498,-0.30993617,0.22561546,-0.1391229,-0.38453716,0.2708748,0
232,0.2520501,-0.26565015,0.24219137,-0.17275468,-0.3510517,0.31084102,0
233,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
234,0.26377347,-0.31181133,0.19508195,-0.24414858,-0.37896395,0.23350304,0
235,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
236,0.27621716,-0.27579424,0.25135154,-0.13352442,-0.33695716,0.30221295,0
237,0.27612498,-0.30993617,0.22561546,-0.1391229,-0.38453716,0.2708748,0
238,0.263721,-0.28822866,0.2297843,-0.143371,-0.37736732,0.3160675,0
239,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
240,0.24957758,-0.28980565,0.254045,-0.15540318,-0.3571362,0.29044706,0
241,0.23625702,-0.33952883,0.1777636,-0.21119258,-0.40798885,0.24077651,0
242,0.2223428,-0.29986256,0.27369642,-0.16278115,-0.39632037,0.2747244,0
243,0.26936978,-0.2677046,0.25137463,-0.16548339,-0.37371707,0.29974985,0
244,0.27374336,-0.29226953,0.24761955,-0.121573,-0.37209654,0.29419738,0
245,0.26090315,-0.2812963,0.20774837,-0.19530953,-0.35215306,0.2868282,0
246,0.26216003,-0.3000814,0.21143013,-0.13076921,-0.41138798,0.3026337,0
247,0.2600947,-0.2982325,0.23508184,-0.17271854,-0.39997977,0.28743142,0
248,0.25908124,-0.27826792,0.24808812,-0.17382222,-0.36604977,0.2941553,0
249,0.27827576,-0.3121431,0.21829891,-0.15270731,-0.38843203,0.26371413,0
250,0.28033304,-0.3120129,0.21243298,-0.13042584,-0.3892464,0.2701029,0
251,0.26281136,-0.36603516,0.20505072,-0.13824874,-0.43659037,0.23900767,0
252,0.25926492,-0.30833888,0.20130843,-0.13918586,-0.37530223,0.2579723,0
253,0.2881146,-0.2904357,0.2252336,-0.15065178,-0.3822809,0.34007552,0
254,0.27556655,-0.273648,0.24611802,-0.12133524,-0.3734634,0.30533677,0
255,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
256,0.27810767,-0.26182666,0.3024154,-0.10648465,-0.35528508,0.31755948,0
257,0.27307057,-0.35647264,0.15243305,-0.17994016,-0.3957544,0.25088465,0
258,0.26530755,-0.2992552,0.2156719,-0.18610258,-0.37570393,0.2819123,0
259,0.24055114,-0.2870737,0.25389546,-0.15180601,-0.368057,0.31680188,0
260,0.27997255,-0.30504122,0.20547296,-0.12779677,-0.3984498,0.3103223,0
261,0.27105162,-0.2678859,0.20178914,-0.13481891,-0.34351385,0.35774332,0
262,0.24320786,-0.28198323,0.19380826,-0.19122729,-0.37681758,0.2920451,0
263,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
264,0.27295554,-0.29999158,0.19986169,-0.15150249,-0.37785184,0.29698002,0
265,0.25788727,-0.28696233,0.2421585,-0.14011748,-0.37862223,0.3045655,0
266,0.24170978,-0.25632218,0.20282486,-0.1490159,-0.38428682,0.35916936,0
267,0.26212156,-0.2698768,0.291829,-0.1537661,-0.33583343,0.25370145,0
268,0.26035973,-0.3110706,0.23490596,-0.13095708,-0.36954805,0.26637384,0
269,0.25512934,-0.30303156,0.23030835,-0.14429967,-0.39011198,0.30708542,0
270,0.25512934,-0.30303156,0.23030835,-0.14429967,-0.39011198,0.30708542,0
271,0.29253942,-0.34895295,0.23426744,-0.15002179,-0.4750936,0.21304409,0
272,0.2910136,-0.32980573,0.18649948,-0.21066904,-0.4242459,0.22042464,0
273,0.25981906,-0.30426195,0.18284625,-0.17986232,-0.3724814,0.30565676,0
274,0.27469411,-0.27437744,0.24637045,-0.119980335,-0.33719522,0.30654383,0
275,0.2896434,-0.31097755,0.20178749,-0.124875546,-0.41665995,0.3336766,0
276,0.26990044,-0.25746328,0.22762589,-0.18766168,-0.33348623,0.2816062,0
277,0.2673629,-0.29407957,0.21842656,-0.11593014,-0.35928094,0.30200598,0
278,0.32892224,-0.31579047,0.22291675,-0.10825461,-0.3893432,0.24463639,0
279,0.27612498,-0.30993617,0.22561546,-0.1391229,-0.38453716,0.2708748,0
280,0.27274704,-0.29981828,0.21203552,-0.14882395,-0.38206208,0.2614014,0
281,0.24527262,-0.28544325,0.22843163,-0.1616404,-0.3486546,0.33243996,0
282,0.28456277,-0.32473385,0.21798679,-0.1437799,-0.40253234,0.25927442,0
283,0.30175865,-0.32861656,0.16934645,-0.14782341,-0.3913852,0.26550472,0
284,0.2767978,-0.33749947,0.19845212,-0.1516392,-0.38594896,0.28111336,0
285,0.24825919,-0.29893512,0.23985195,-0.14916971,-0.36495715,0.30660707,0
286,0.26869977,-0.28331798,0.25264704,-0.13189524,-0.36998004,0.30485812,0
287,0.2681273,-0.30388743,0.22479303,-0.14886653,-0.3804798,0.2828511,0
288,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
289,0.25746816,-0.30270362,0.23901315,-0.15558957,-0.4195456,0.27184573,0
290,0.275108,-0.30683154,0.21972995,-0.1513565,-0.3932585,0.27941245,0
291,0.27061194,-0.30429098,0.23096198,-0.14252749,-0.3973202,0.2746116,0
292,0.23498905,-0.23553728,0.22216082,-0.15156047,-0.31874484,0.3369478,0
293,0.27845174,-0.26949063,0.28916666,-0.15738773,-0.353324,0.28558213,0
294,0.26327756,-0.3523739,0.20399976,-0.16343912,-0.42348468,0.22454381,0
295,0.25556374,-0.29076612,0.24920052,-0.16361892,-0.36568028,0.29113024,0
296,0.27979293,-0.29854637,0.24324988,-0.11794941,-0.38730094,0.2636165,0
297,0.28112766,-0.30465835,0.20376185,-0.13571446,-0.3897357,0.27675474,0
298,0.27512628,-0.2546122,0.22398768,-0.08381629,-0.3510723,0.3417443,0
299,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
300,0.275108,-0.30683154,0.21972995,-0.1513565,-0.3932585,0.27941245,0
301,0.2748718,-0.29137897,0.23130983,-0.14502491,-0.35806656,0.29932928,0
302,0.26428807,-0.2849574,0.20664039,-0.121118814,-0.34299493,0.31844494,0
303,0.27821845,-0.28813997,0.20787725,-0.16674952,-0.34274316,0.27479553,0
304,0.26164472,-0.28766602,0.24631003,-0.141026,-0.36172536,0.2846134,0
305,0.26994523,-0.30337492,0.22625367,-0.13544428,-0.3838789,0.27851337,0
306,0.2524074,-0.2696607,0.22396663,-0.16642015,-0.35294777,0.27916276,0
307,0.2632234,-0.33997232,0.21458887,-0.12866697,-0.38548297,0.25770319,0
308,0.25512934,-0.30303156,0.23030835,-0.14429967,-0.39011198,0.30708542,0
309,0.27352172,-0.30647942,0.23845817,-0.15005085,-0.37388623,0.2642888,0
310,0.2577331,-0.31917423,0.20838924,-0.16421829,-0.3839401,0.2570356,0
311,0.25090197,-0.3066097,0.22520933,-0.16542867,-0.40878755,0.28566885,0
312,0.27044168,-0.289474,0.20810539,-0.16841644,-0.3768829,0.31639618,0
313,0.26034018,-0.3158254,0.22487083,-0.13114244,-0.40614182,0.27649242,0
314,0.23325679,-0.2804732,0.22542234,-0.11537865,-0.38430136,0.31640604,0
315,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
316,0.26634607,-0.3013572,0.17499405,-0.14513361,-0.39203513,0.32941094,0
317,0.25149402,-0.27498922,0.3146296,-0.13894963,-0.35483915,0.29658896,0
318,0.29217303,-0.32111487,0.23250055,-0.1489375,-0.3967703,0.26726204,0
319,0.30777633,-0.31387395,0.18992515,-0.15985492,-0.386201,0.27118468,0
320,0.27763957,-0.30210695,0.22711733,-0.11204946,-0.35335946,0.2940085,0
321,0.20213205,-0.2766326,0.27955756,-0.17921352,-0.36738837,0.3427633,0
322,0.25887257,-0.3089302,0.22132406,-0.13711032,-0.4021498,0.27793148,0
323,0.25567847,-0.28977343,0.2185013,-0.15673399,-0.36412266,0.2950524,0
324,0.25602126,-0.2897255,0.25238532,-0.1536485,-0.3649171,0.27721572,0
