,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Epochs
31,0.31318828,0.09391651,0.08399314,0.11764394,0.19470863,-0.12949745,-0.047682844,0.14118873,-0.049805824,0.19276023,-0.07132476,-0.18572274,0.12747839,0.027876778,0.18598533,0.16460954,0
32,0.29994124,0.016128566,0.15303433,0.18787172,0.14730307,-0.117983446,-0.06540954,0.12092494,-0.093602836,0.13164787,-0.059896123,-0.15718204,0.122512005,-0.079634055,0.13785158,0.1655331,0
33,0.24468963,0.039744746,0.13284159,0.18364368,0.14714387,-0.15220574,-0.05620589,0.15725794,-0.08852181,0.16266732,-0.037754692,-0.19134846,0.11971821,-0.0071339495,0.11100872,0.18380794,0
0,0.3141874,0.10582632,0.08892724,0.16106544,0.196862,-0.08799157,-0.015540309,0.14233886,-0.11401304,-0.024347305,0.053769194,-0.17160848,0.070425235,-0.0044727027,0.09410989,0.26241466,10
1,0.3124069,0.115183614,0.019022822,0.2506379,0.17134696,-0.10163334,-0.0165153,0.1483156,-0.10313894,-0.0038127825,0.12468807,-0.16317171,0.07698196,0.011714482,0.094921246,0.2982414,10
2,0.3093369,0.038487785,0.053821288,0.24096659,0.1910637,-0.10702261,-0.03556924,0.19110349,-0.10718543,0.03733637,0.08646116,-0.15141866,0.121529356,-0.031262472,0.15727374,0.21418814,10
3,0.36923754,0.1018811,0.0108913705,0.26471055,0.1963005,-0.09141219,-0.062979154,0.20750053,-0.10846422,-0.04493887,0.13005432,-0.15614972,0.09048683,-0.04606647,0.10680785,0.2030286,10
4,0.4299652,0.07020494,0.09370401,0.06538905,0.19644171,-0.10364929,-0.015793364,0.18510881,0.0031092688,-0.1290715,-0.07310356,-0.18930176,0.08177993,-0.0293349,0.16120066,0.3520558,10
5,0.37634692,0.015776828,0.099125944,0.11463023,0.29122663,-0.113098346,0.008025151,0.093120195,-0.076695934,0.008936651,-0.00913369,-0.15201695,0.13895062,-0.039330326,0.12935126,0.22665699,10
6,0.34590328,-0.001137279,0.13406721,0.12895963,0.24150926,-0.13493423,0.073971495,0.06686481,-0.041030932,-0.004642196,-0.0333125,-0.18467624,0.077283174,-0.0063144527,0.17514086,0.28510234,10
7,0.40326166,0.048804328,-0.04065547,0.27301705,0.21168682,-0.056812506,-0.07684031,0.16971435,-0.075449996,-0.049077667,0.10987354,-0.16709717,0.1315511,-0.08017446,0.1702818,0.21223438,10
8,0.33023325,0.042810597,0.06297301,0.16588405,0.25367308,-0.06087773,0.038803417,0.17130026,-0.118213385,0.05824331,0.035501376,-0.034226134,0.14902589,-0.07302509,0.21659273,0.2657778,10
9,0.26323944,0.0849465,0.16489854,0.2782144,0.3035649,-0.0077000335,0.025285479,0.12591697,-0.15014918,0.012544677,0.047525257,-0.06212365,0.076941,0.043532778,0.17060837,0.23759754,10
10,0.34040725,0.056454025,0.1490684,0.10075224,0.2695217,-0.11469049,0.02808543,0.18142378,-0.02965384,-0.067268096,-0.017029194,-0.17100292,0.17329282,0.049281143,0.0549867,0.3066086,10
11,0.24828681,0.22160745,0.13896808,0.20531046,0.26871774,-0.03169372,-0.0775179,0.14701843,0.053441867,0.020774208,0.16710432,-0.1285353,0.16417709,0.03986519,0.11616635,0.26307368,10
12,0.4085458,0.17155424,-0.03674116,0.24006593,0.18661544,-0.029020619,-0.048692252,0.22538641,-0.08125439,-0.049733244,0.23218653,-0.15361571,0.16730344,-0.053526968,0.09082644,0.2028909,10
13,0.34591538,0.112688676,0.04241871,0.26540437,0.1596466,-0.020363018,-0.03274316,0.24682735,-0.11214556,-0.014164083,0.08120673,-0.12132396,0.0809415,-0.018931469,0.15403546,0.24885282,10
14,0.13414575,0.083872534,0.117231816,0.08123055,0.1979822,-0.14686115,0.036077294,0.2515738,-0.13308825,0.2452094,-0.04422453,-0.028175943,0.0361997,-0.08244601,0.090958975,0.20257261,10
15,0.2505988,-0.013121419,0.037663504,0.0038814694,0.24814293,-0.12329963,0.049284127,0.2163833,-0.17164007,0.21899873,-0.08834398,-0.08419381,0.022393718,-0.059529737,0.13579758,0.19236746,10
16,0.32159626,-0.089318804,0.126454,0.07419469,0.2953263,-0.1374245,0.09363738,-0.044568077,-0.13719095,0.09192208,-0.0594009,-0.17215723,0.057606243,-0.051108785,0.17002891,0.20556101,10
17,0.4272105,0.22028717,0.09184332,0.29388332,0.14510381,-0.086785614,-0.056682803,0.14041999,-0.09067567,-0.106777705,0.06443518,-0.19169196,0.1382933,-0.05848737,0.11074222,0.30403984,10
18,0.28609008,0.014441613,0.04516103,0.017757595,0.1889026,-0.14571255,0.12191187,0.14312944,-0.2002582,0.16925275,-0.089347124,-0.05019299,0.040153835,-0.037159383,0.13357691,0.23132583,10
19,0.28529677,0.20144036,0.025806583,0.25636315,0.17879833,-0.037393555,0.022159263,0.2593816,-0.18076864,0.014810026,0.062902935,-0.107769996,0.12574239,0.044179007,0.157553,0.26068857,10
20,0.15782218,0.010385804,0.114718206,0.0938312,0.20229931,-0.13145703,0.045697633,0.10654719,-0.21096778,0.15469886,-0.031676933,-0.034939848,-0.026480347,-0.08591728,0.20371474,0.2178655,10
21,0.36498103,0.19950974,-0.02501043,0.301839,0.20586991,-0.09943869,-0.11857051,0.14976808,-0.13875735,-0.101446204,0.15393858,-0.19092903,0.11856251,-0.037833363,0.21150166,0.2809229,10
22,0.27998006,0.073578745,-0.027695201,0.057892412,0.30620295,-0.07465808,0.053209502,0.268821,-0.17796043,0.12744272,-0.13654748,-0.03853666,0.073432334,-0.026741302,0.17879467,0.20784503,10
23,0.14364712,0.057598084,0.07474046,0.17052487,0.21438959,-0.078169435,0.00037943944,0.18083176,-0.13021742,0.20819601,-0.038595915,-0.08431345,0.12323749,-0.043897353,0.1520983,0.31286198,10
24,0.15751871,0.20116693,0.032382913,0.22096217,0.18277302,-0.15789297,-0.090421736,0.18887863,-0.06588188,0.23844886,-0.050642475,-0.15446326,0.109039284,0.046703637,0.13384546,0.17389834,10
25,0.123009294,0.17981231,0.13806683,0.21767104,0.17088915,-0.15772206,-0.124624625,0.15116659,-0.052445415,0.2255446,-0.006772684,-0.24074537,0.08879959,0.034600697,0.20276701,0.17636456,10
26,0.18740092,0.08168343,-0.016119204,0.024667129,0.26818582,0.037838273,0.03117844,0.29102373,-0.05857291,0.11746138,-0.10485539,-0.11082056,-0.09714163,-0.0063932836,0.14338462,0.26258856,10
27,0.1701695,0.124019735,0.0965265,0.26505804,0.190218,-0.009662226,-0.04132691,0.13445374,-0.106285535,0.1821098,0.022912098,-0.08750457,0.086153865,-0.022177925,0.13514388,0.32486823,10
28,0.32551023,0.069453254,0.109508716,0.13483037,0.16035843,-0.005735442,0.0114551,0.22859159,-0.10547398,0.16644841,-0.04518664,-0.09372728,0.014748268,0.030019287,0.16016676,0.17052417,10
29,0.15031388,0.039023995,0.04950422,0.0790998,0.2527687,-0.05101033,0.019134961,0.22665356,-0.069172345,0.17631435,-0.037055787,-0.13295877,0.02201666,-0.05913008,0.18359765,0.30518204,10
30,0.3054119,0.02663774,-0.007769592,0.119660705,0.20981167,-0.12042701,0.082332015,0.20301905,-0.13640156,0.15542033,-0.046238177,-0.07567186,0.07445094,-0.07179158,0.18444656,0.24659956,10
31,0.26344904,0.11429016,0.058415238,0.12842575,0.20572625,-0.11940336,-0.018876035,0.20229095,-0.07735434,0.18093288,-0.015758848,-0.14020033,0.079451,0.041067086,0.18636638,0.16780037,10
32,0.24367367,0.06214751,0.10182296,0.16840638,0.16089705,-0.10359655,-0.0346722,0.19337681,-0.11565562,0.11189031,-0.0068098335,-0.1215497,0.049492642,-0.06501992,0.15909874,0.17931607,10
33,0.19156367,0.08396766,0.08530797,0.1713382,0.16253671,-0.13766977,-0.02407264,0.22886531,-0.10787631,0.14412898,0.014468532,-0.15030597,0.048381545,-0.00075494684,0.13067031,0.19519803,10
0,0.3339085,0.15739948,0.047279194,0.2045311,0.26349196,-0.08037433,0.013023643,0.1653866,-0.09425801,-0.02527742,0.13990468,-0.103379,0.07537871,0.06019859,0.055465613,0.3209665,20
1,0.33121622,0.19040208,-0.017020807,0.3101959,0.24872884,-0.08895939,0.013927536,0.17988981,-0.08463483,-0.010697767,0.21662194,-0.103054985,0.081161246,0.09213731,0.05398544,0.36076522,20
2,0.30265245,0.09588374,0.03952958,0.29570234,0.23389214,-0.10185101,-0.013335828,0.24199535,-0.084386386,0.06119711,0.14823726,-0.09041506,0.10576601,0.048571717,0.13111351,0.24392724,20
3,0.39718375,0.17679706,-0.018571712,0.33101305,0.27559745,-0.08821346,-0.039481316,0.22875519,-0.09245951,-0.05012089,0.22423401,-0.098725386,0.106664,0.034486793,0.059310824,0.26649007,20
4,0.46129337,0.08216804,0.029582314,0.060878262,0.26180318,-0.09057845,0.04421255,0.1824361,0.004646577,-0.13695134,0.010837989,-0.12779248,0.09751519,-0.0008383021,0.120454654,0.41973048,20
5,0.40886077,0.026793953,0.034746055,0.10728075,0.3393057,-0.09327665,0.06896319,0.09078046,-0.07374025,-0.0034966916,0.06524895,-0.09419274,0.15719685,-0.007518634,0.09746916,0.29423177,20
6,0.37843627,0.011527829,0.06927655,0.12243004,0.29047593,-0.10910471,0.13485065,0.063596636,-0.039655104,-0.01689747,0.042215977,-0.11456986,0.09493865,0.024460088,0.14267221,0.3524462,20
7,0.43108928,0.12148084,-0.06355832,0.3382136,0.29070586,-0.051113985,-0.04850424,0.18895702,-0.06482044,-0.053662494,0.20424898,-0.10580204,0.14823057,0.0009768233,0.1213606,0.27420017,20
8,0.30044848,0.10930708,0.039986134,0.19335984,0.27718934,-0.04381371,0.071403034,0.24469316,-0.090241954,0.102275126,0.083724104,-0.017415568,0.10727583,0.008366335,0.22333884,0.276644,20
9,0.23023742,0.13167053,0.18068568,0.33431938,0.3200896,0.011192225,0.008579178,0.20993075,-0.13340028,0.062242705,0.08827785,-0.030533988,0.03502247,0.12670815,0.16398801,0.23402008,20
10,0.37206924,0.07071103,0.08444294,0.09591085,0.33369926,-0.08331626,0.08789812,0.17870979,-0.026078358,-0.07542491,0.06571448,-0.11180117,0.18849532,0.07077191,0.01574789,0.37428975,20
11,0.27921015,0.2846001,0.07895535,0.25959912,0.3447188,-0.052750517,-0.048763987,0.14791709,0.09416642,0.011833444,0.26160002,-0.082034595,0.18894215,0.118208595,0.07084068,0.33461717,20
12,0.44143665,0.24675962,-0.08098302,0.30242887,0.26517004,-0.034747984,-0.03982967,0.22709079,-0.058527358,-0.058940202,0.3280653,-0.11383432,0.19234754,0.024300445,0.042003118,0.27250737,20
13,0.35796005,0.18410602,0.019857138,0.32548398,0.2227959,-0.018590715,-0.015362207,0.28506738,-0.09536189,-0.006125711,0.16339494,-0.0708943,0.081075944,0.06211327,0.12125689,0.29711196,20
14,0.08016076,0.15366104,0.091114454,0.0902154,0.1857367,-0.093718015,0.07409108,0.3426299,-0.11782211,0.31014812,-0.030260146,-0.02484364,-0.027848091,-0.0038056672,0.13058445,0.18439138,20
15,0.19530717,0.05762997,0.013248213,0.01398699,0.23559092,-0.07040999,0.086850055,0.3064936,-0.12725043,0.28337395,-0.07245169,-0.05228509,-0.04294881,0.017184474,0.17278573,0.17297785,20
16,0.35479307,-0.089382894,0.06099198,0.055597246,0.32912502,-0.11171415,0.15495718,-0.047543496,-0.14216433,0.076182544,0.0067598745,-0.09411937,0.07581808,-0.025493853,0.14571291,0.27212745,20
17,0.4603212,0.29270953,0.038809888,0.35505036,0.22379112,-0.09811922,-0.026135225,0.14483601,-0.042489536,-0.12071356,0.15968873,-0.12172215,0.16203995,0.020972215,0.062875524,0.3754982,20
18,0.22897732,0.08497955,0.020127676,0.029598296,0.17661692,-0.09257738,0.15532267,0.2334599,-0.15366217,0.23412286,-0.073414624,-0.020168554,-0.023765113,0.03592881,0.17281282,0.21053337,20
19,0.29243064,0.27369767,-0.010310851,0.31036943,0.23469715,-0.024461962,0.057110637,0.3007689,-0.12575893,0.019355744,0.14066683,-0.076673806,0.11671658,0.12568808,0.13284978,0.3085311,20
20,0.102080725,0.08079446,0.08707775,0.1012822,0.18793756,-0.07845216,0.08236462,0.19663556,-0.16419047,0.21923715,-0.018037226,-0.02660476,-0.09152645,-0.007014267,0.24242526,0.19851431,20
21,0.39531225,0.27372608,-0.07464903,0.35993177,0.28407216,-0.087402724,-0.05679111,0.15549992,-0.08598691,-0.115401,0.2506374,-0.12099702,0.14323229,0.041370437,0.16237044,0.35023195,20
22,0.22430575,0.14169544,-0.047416292,0.0655742,0.29370618,-0.03953465,0.09073494,0.36028713,-0.13250421,0.19208145,-0.118486494,-0.018638112,0.0077492334,0.030250877,0.21763968,0.18785512,20
23,0.0881733,0.098847665,0.077407904,0.20969974,0.20051783,-0.039259758,0.012864087,0.26571906,-0.10913657,0.2722603,-0.02269163,-0.052691057,0.068975054,0.029388241,0.1733914,0.2915498,20
24,0.10479201,0.19954678,0.06076049,0.29273623,0.17092907,-0.12220984,-0.08107966,0.2556057,-0.05477055,0.3014754,-0.026573367,-0.08396995,0.082697496,0.1298466,0.111171536,0.15293431,20
25,0.068844765,0.18662152,0.16201425,0.28754178,0.1578483,-0.1180837,-0.1113582,0.22016677,-0.056083366,0.28752407,0.01612852,-0.1460374,0.058103167,0.11980027,0.18733966,0.15454659,20
26,0.13206306,0.15588775,-0.0368476,0.031462908,0.25474873,0.085193895,0.048969835,0.38209933,-0.061596643,0.18143386,-0.08194498,-0.07838659,-0.1608415,0.035517298,0.18527055,0.24320196,20
27,0.1267863,0.15463004,0.11617413,0.32869998,0.19390173,0.009563081,-0.03581914,0.21132699,-0.09339434,0.23835805,0.050021186,-0.04952633,0.050315466,0.060399078,0.13353162,0.3137669,20
28,0.28855038,0.10523196,0.1308773,0.19852507,0.17085594,0.004271321,-0.0055299494,0.31079173,-0.08911462,0.22130162,0.0007216111,-0.04652262,-0.030136306,0.11413211,0.14722516,0.16351655,20
29,0.0944967,0.104626656,0.034031972,0.09545494,0.23844887,-0.0068012923,0.045334846,0.3175771,-0.06840878,0.24004507,-0.020745672,-0.09415208,-0.042482536,-0.0012771711,0.22321174,0.28431633,20
30,0.27258098,0.100536354,-0.03475351,0.1473431,0.23713098,-0.081904784,0.12234375,0.2737953,-0.110222235,0.18546355,0.0038865376,-0.05076258,0.032686576,0.010314919,0.19601282,0.26393694,20
31,0.22185685,0.14448589,0.062301196,0.1805163,0.20544276,-0.08954191,0.0010989811,0.26587862,-0.054861613,0.2344181,0.018020533,-0.08339213,0.050751854,0.12317355,0.17293252,0.1606041,20
32,0.19730218,0.12723202,0.07453668,0.18496339,0.16954024,-0.07401531,-0.003240374,0.28082752,-0.09584531,0.16494314,0.026756272,-0.07581643,-0.011209641,0.0042562,0.17992055,0.17522767,20
33,0.14932556,0.1428675,0.06278005,0.1969533,0.16969654,-0.10747802,0.0048820954,0.31212765,-0.08638331,0.19325663,0.04612157,-0.097606234,-0.00612054,0.06607249,0.14342494,0.19219267,20
0,0.36253738,0.21086521,0.027379252,0.25981423,0.30897585,-0.060855232,0.07716378,0.17826426,-0.05643141,0.004714027,0.21013325,-0.043572985,0.122097984,0.11983641,0.02127897,0.34455538,30
1,0.36062694,0.2674405,-0.029630363,0.38501623,0.31237534,-0.059640296,0.074442685,0.202293,-0.046492778,0.017056085,0.29294682,-0.044384085,0.12786144,0.17307529,0.020361058,0.39063016,30
2,0.30500835,0.16042316,0.04555083,0.36401904,0.26496568,-0.07868325,0.031775236,0.28221714,-0.048048653,0.11395243,0.19472823,-0.036623515,0.13712642,0.12119746,0.11165492,0.24258327,30
3,0.43518016,0.25380182,-0.026641719,0.4098816,0.34251854,-0.06561174,0.01631089,0.2409553,-0.05089563,-0.0213895,0.30482,-0.04309715,0.16134042,0.1156019,0.016822778,0.29899216,30
4,0.4992023,0.08613095,-0.011696823,0.06702182,0.29159036,-0.06357925,0.1304194,0.17031255,0.02287494,-0.11521579,0.07867067,-0.05978364,0.14961609,0.02089215,0.07938372,0.44855142,30
5,0.44645667,0.028309613,-0.0062585846,0.11160953,0.3528181,-0.065012805,0.15337762,0.07909465,-0.051018625,0.010012805,0.11445259,-0.038512558,0.2097448,0.010222018,0.05880705,0.32120088,30
6,0.4162243,0.013962112,0.027586237,0.12780589,0.30429232,-0.06967604,0.21946472,0.05083695,-0.017964039,-0.002961114,0.09220687,-0.05176568,0.14765409,0.04043413,0.1039974,0.3791269,30
7,0.46845692,0.19559753,-0.065192446,0.41698962,0.35718358,-0.027255619,0.0060495855,0.19747853,-0.029767573,-0.023780659,0.28401777,-0.044954214,0.20341268,0.08347492,0.0769568,0.30404624,30
8,0.2797115,0.18251203,0.04212481,0.23325926,0.2905205,-0.014442373,0.13105983,0.30478686,-0.049819443,0.17305763,0.113816515,-0.0021571033,0.11469955,0.057098366,0.2366212,0.25412503,30
9,0.20653008,0.19624048,0.21873495,0.40354422,0.32694554,0.04140567,0.016564334,0.2788781,-0.10042322,0.14180149,0.1068899,-0.0029999092,0.049236003,0.19416055,0.16435343,0.19968928,30
10,0.41121036,0.07517196,0.042426366,0.10202241,0.3627767,-0.052738845,0.17416748,0.16609786,-0.0026064888,-0.054139838,0.13338192,-0.051325392,0.24014544,0.0884572,-0.024378553,0.40347192,30
11,0.32014218,0.34030247,0.040991418,0.32834288,0.40879166,-0.05180785,0.02865454,0.13999325,0.15796886,0.027613103,0.34430307,-0.04037592,0.24711795,0.1917511,0.02995319,0.372523,30
12,0.48387784,0.31652898,-0.10065615,0.37665683,0.33334357,-0.019130994,0.028626073,0.22076127,-0.011863746,-0.036931142,0.41158372,-0.06431516,0.25033903,0.10196042,-0.0022169873,0.3152525,30
13,0.3797606,0.25863135,0.019673228,0.39882106,0.27473393,0.0032350495,0.034948096,0.31364605,-0.05094179,0.033318013,0.22879083,-0.02266219,0.123883516,0.13770804,0.09335427,0.31396797,30
14,0.0333592,0.2330003,0.09177348,0.10809514,0.16509852,-0.030632693,0.14173424,0.42310995,-0.09312673,0.39488816,-0.03474506,-0.013902243,-0.04184819,0.019772895,0.17667815,0.14084284,30
15,0.14775428,0.13854294,0.01733914,0.030717716,0.21468256,-0.008218866,0.15193713,0.3869148,-0.08405469,0.3663476,-0.07632285,-0.02359664,-0.057702444,0.04051823,0.21761213,0.12846103,30
16,0.39085108,-0.097127736,0.018973902,0.047923252,0.32128254,-0.07329175,0.23782626,-0.059640765,-0.12675455,0.08358975,0.038296297,-0.035196602,0.12745644,-0.022835374,0.1097472,0.29474434,30
17,0.50252336,0.35849845,0.0066594854,0.43023783,0.29119334,-0.07952652,0.050382346,0.14231956,0.013275471,-0.10296127,0.24132693,-0.050102133,0.22054301,0.102084376,0.019223936,0.41535953,30
18,0.18098515,0.16479911,0.023361556,0.048802465,0.15622215,-0.029519077,0.22152415,0.31462625,-0.10249756,0.3182679,-0.077272564,0.0015011132,-0.037695184,0.05721742,0.21836865,0.16486052,30
19,0.30889693,0.34384817,-0.021531254,0.378764,0.27948296,0.006870486,0.12243822,0.33450004,-0.056711093,0.05148922,0.20203485,-0.035723623,0.15337425,0.19648635,0.11525249,0.32701874,30
20,0.054306388,0.16199668,0.08771138,0.116227195,0.167308,-0.015846126,0.14982562,0.27813795,-0.11236271,0.30344158,-0.022657141,-0.008762911,-0.10598813,0.015322082,0.28846452,0.15384981,30
21,0.43655354,0.3410781,-0.10068692,0.43349552,0.3491645,-0.06610526,0.023258157,0.1531913,-0.018499762,-0.0976852,0.33463603,-0.049524374,0.20236997,0.12328969,0.11664314,0.3901103,30
22,0.17668675,0.2192876,-0.036857575,0.08143748,0.27289104,0.0041070506,0.15552557,0.44024184,-0.08571384,0.27519995,-0.121670514,-0.007570006,-0.008028023,0.052742407,0.2624799,0.14369735,30
23,0.03959234,0.1524731,0.102789365,0.2555706,0.17617029,0.018480271,0.06094087,0.33343655,-0.07766762,0.35672933,-0.025212437,-0.025128718,0.06541259,0.07303872,0.19806549,0.24519756,30
24,0.05890198,0.20837155,0.104357034,0.37232202,0.14570865,-0.07921423,-0.056335196,0.29051703,-0.030876169,0.38582692,-0.022990987,-0.024401378,0.10999265,0.21071139,0.087417185,0.10468727,30
25,0.022655368,0.20798028,0.20143646,0.363715,0.13230968,-0.07648569,-0.074230224,0.25876838,-0.039459597,0.3717051,0.018813804,-0.063945726,0.080040485,0.19037499,0.17333186,0.105508566,30
26,0.083797544,0.23718306,-0.028829567,0.045722097,0.23250985,0.1481389,0.11125425,0.46367994,-0.048552744,0.26261872,-0.079656616,-0.04773767,-0.17387275,0.048175722,0.23267803,0.20248857,30
27,0.09130626,0.20065978,0.15457296,0.39979255,0.18586937,0.05154857,-0.007810496,0.26750177,-0.06362238,0.3200136,0.060728922,-0.016268259,0.06524116,0.12538716,0.1358125,0.27201375,30
28,0.2607961,0.15742755,0.17142273,0.27264196,0.17105845,0.017292127,0.01215614,0.37482643,-0.05829471,0.3004775,0.018998738,-0.0059386566,-0.01488959,0.18709654,0.13985735,0.1239441,30
29,0.04635656,0.18224229,0.04513477,0.11819628,0.21515629,0.051787563,0.11223159,0.3988206,-0.0549426,0.32282746,-0.021700017,-0.05783157,-0.056687795,0.018310957,0.2693662,0.24037501,30
