NodeID,Group,Dim_1,Dim_2,Epochs
46,0.0,14.820090293884277,-26.53424835205078,0
47,0.0,-10.058940887451172,-47.809329986572266,0
48,0.0,-37.172950744628906,3.102355480194092,0
49,0.0,-14.278596878051758,-42.922611236572266,0
50,0.0,-16.873088836669922,-50.34738540649414,0
51,0.0,-1.9284312725067139,-39.80387878417969,0
52,0.0,18.94962501525879,-46.95238494873047,0
53,0.0,-0.6166365146636963,-40.439308166503906,0
54,0.0,38.03782272338867,38.764129638671875,0
55,0.0,-27.729551315307617,-17.916833877563477,0
56,0.0,15.125484466552734,-20.37449073791504,0
57,0.0,-17.238540649414062,-34.15386199951172,0
58,0.0,-10.456526756286621,-51.91774368286133,0
59,0.0,5.117825508117676,-42.50132369995117,0
60,0.0,-14.960941314697266,9.695034980773926,0
61,0.0,-34.59615707397461,-13.157557487487793,0
62,0.0,-13.948957443237305,-52.756649017333984,0
63,0.0,5.2847795486450195,-60.760311126708984,0
64,0.0,-16.873088836669922,-50.34738540649414,0
65,0.0,19.893281936645508,-2.3363165855407715,0
66,0.0,-17.14908218383789,-57.992977142333984,0
67,0.0,-1.4236681461334229,-34.73200225830078,0
68,0.0,-21.289085388183594,-12.000157356262207,0
69,0.0,37.940391540527344,-28.55733871459961,0
70,0.0,-15.485382080078125,-49.33711624145508,0
71,0.0,-35.26154327392578,-10.487451553344727,0
72,0.0,-33.48870849609375,-12.814205169677734,0
73,0.0,-25.363643646240234,-23.049346923828125,0
74,0.0,14.313687324523926,-42.20074462890625,0
75,0.0,-61.885536193847656,-20.3925724029541,0
76,0.0,-40.67109680175781,-36.31678009033203,0
77,0.0,8.913122177124023,-57.091583251953125,0
78,0.0,34.636146545410156,17.87920379638672,0
79,0.0,39.70268630981445,43.97378158569336,0
80,0.0,-7.393907070159912,-42.84590530395508,0
81,0.0,46.21123504638672,41.37469482421875,0
82,0.0,8.113764762878418,-68.2929458618164,0
83,0.0,-25.845172882080078,5.962664604187012,0
84,0.0,-25.047014236450195,-24.428878784179688,0
85,0.0,35.8917121887207,-31.890918731689453,0
86,0.0,-8.339456558227539,-12.22607135772705,0
87,0.0,40.688819885253906,4.78461217880249,0
88,0.0,5.354300498962402,2.282989978790283,0
89,0.0,-13.26703929901123,-54.124271392822266,0
90,0.0,-21.75196647644043,-8.88251781463623,0
91,0.0,-14.492745399475098,-59.67159652709961,0
92,0.0,8.152069091796875,-65.04659271240234,0
93,0.0,-25.165325164794922,-26.83951759338379,0
94,0.0,-9.259157180786133,-42.830345153808594,0
95,0.0,-16.141021728515625,8.98874282836914,0
96,0.0,33.33041763305664,-22.70496940612793,0
97,0.0,33.32337951660156,-34.87586975097656,0
98,0.0,-1.2139973640441895,-32.09519958496094,0
99,0.0,41.6759147644043,3.7288880348205566,0
100,0.0,-33.42249298095703,1.8905448913574219,0
101,0.0,2.8346827030181885,-38.61875534057617,0
102,0.0,-34.40079116821289,-12.075826644897461,0
103,0.0,-20.206958770751953,-8.56407642364502,0
104,0.0,-11.151278495788574,-56.186153411865234,0
105,0.0,-38.21429443359375,-15.519807815551758,0
106,0.0,-27.04170036315918,-47.272727966308594,0
107,0.0,17.69220733642578,-45.80082321166992,0
108,0.0,42.49227523803711,2.196135997772217,0
109,0.0,30.974742889404297,2.651459217071533,0
110,0.0,37.69343185424805,37.40232467651367,0
111,0.0,7.0208635330200195,-63.81895065307617,0
112,0.0,30.23480796813965,30.742605209350586,0
113,0.0,-11.2423734664917,-25.108299255371094,0
114,0.0,4.151565074920654,-60.84852981567383,0
115,0.0,27.070554733276367,-33.520748138427734,0
116,0.0,-19.68290138244629,10.517343521118164,0
117,0.0,-27.84238052368164,-23.002708435058594,0
118,0.0,-39.1438102722168,-41.08816146850586,0
119,0.0,0.681900143623352,-37.464805603027344,0
120,0.0,37.207374572753906,-32.70048904418945,0
121,0.0,11.55402660369873,-27.70184326171875,0
122,0.0,-40.95877456665039,-17.588623046875,0
123,0.0,-17.754785537719727,-62.746337890625,0
124,0.0,8.072976112365723,-42.29719161987305,0
125,0.0,38.644927978515625,34.060447692871094,0
126,0.0,-1.256657361984253,-8.5731840133667,0
127,0.0,24.71856689453125,-10.380169868469238,0
128,0.0,26.560401916503906,-33.14115524291992,0
129,0.0,-13.559704780578613,-11.184178352355957,0
130,0.0,22.687522888183594,17.338886260986328,0
131,0.0,36.92779541015625,-30.314952850341797,0
132,0.0,-26.120859146118164,12.64968204498291,0
133,0.0,-26.494169235229492,-23.863496780395508,0
134,0.0,15.585325241088867,-35.1923828125,0
135,0.0,-5.260699272155762,-34.68648147583008,0
136,0.0,-20.941299438476562,-55.657840728759766,0
137,0.0,-13.760455131530762,-8.718841552734375,0
138,0.0,26.382949829101562,-21.504255294799805,0
139,0.0,-35.522705078125,-11.47559928894043,0
140,0.0,-5.391793251037598,-35.845272064208984,0
141,0.0,15.840960502624512,10.12077808380127,0
142,0.0,-62.81932067871094,-22.481794357299805,0
143,0.0,-15.687710762023926,-33.038272857666016,0
144,0.0,5.3271684646606445,-35.26209259033203,0
145,0.0,-35.425533294677734,-45.98444366455078,0
146,0.0,31.427648544311523,-28.49217414855957,0
147,0.0,-45.744869232177734,-35.39425277709961,0
148,0.0,-13.226346015930176,-55.197601318359375,0
149,0.0,-14.749471664428711,7.418585777282715,0
150,0.0,50.133113861083984,35.834590911865234,0
151,0.0,27.070554733276367,-33.520748138427734,0
152,0.0,-41.16306686401367,-37.33633041381836,0
153,0.0,35.45077133178711,-30.137718200683594,0
154,0.0,9.017078399658203,-68.48291778564453,0
155,0.0,32.234046936035156,-26.305879592895508,0
156,0.0,17.766931533813477,-14.870004653930664,0
157,0.0,-17.535499572753906,-54.17302322387695,0
158,0.0,-1.4420675039291382,-36.65644454956055,0
159,0.0,-1.3895126581192017,-22.292720794677734,0
160,0.0,40.75338363647461,-29.64324951171875,0
161,0.0,-23.62212562561035,-8.463940620422363,0
162,0.0,-7.081435680389404,-61.55805206298828,0
163,0.0,18.4279727935791,9.291327476501465,0
164,0.0,-13.267634391784668,-38.775394439697266,0
165,0.0,-2.673494577407837,-37.20902633666992,0
166,0.0,-2.6001572608947754,-38.56569290161133,0
167,0.0,40.243011474609375,-0.050484053790569305,0
168,0.0,15.147378921508789,29.577863693237305,0
169,0.0,-41.7076530456543,-5.008737564086914,0
170,0.0,-7.953067779541016,-3.2695260047912598,0
171,0.0,32.77656555175781,-33.966407775878906,0
172,0.0,8.301289558410645,-45.81159591674805,0
173,0.0,-12.088492393493652,-53.58015441894531,0
174,0.0,23.517187118530273,-23.134428024291992,0
175,0.0,-14.040522575378418,50.07465362548828,0
176,0.0,36.97356414794922,-8.650066375732422,0
177,0.0,41.171756744384766,8.832189559936523,0
178,0.0,45.277305603027344,25.119993209838867,0
179,0.0,-16.55046272277832,-7.162919998168945,0
180,0.0,1.6509801149368286,-34.321868896484375,0
181,0.0,15.814981460571289,-18.404916763305664,0
182,0.0,24.186986923217773,26.34650230407715,0
183,0.0,7.594185829162598,-39.02140426635742,0
184,0.0,9.970909118652344,-26.970422744750977,0
185,0.0,-3.545588970184326,39.21346664428711,0
186,0.0,-14.132084846496582,8.472172737121582,0
187,0.0,32.26827621459961,-23.40530014038086,0
188,0.0,-46.53488540649414,-34.105289459228516,0
189,0.0,-40.67109680175781,-36.31678009033203,0
190,0.0,-0.4751010239124298,-37.11387634277344,0
191,0.0,9.194805145263672,-62.46780014038086,0
192,0.0,6.90735387802124,-65.60750579833984,0
193,0.0,-16.219547271728516,-56.25661087036133,0
194,0.0,9.72652816772461,45.86037063598633,0
195,0.0,-30.840938568115234,-25.53499984741211,0
196,0.0,12.277302742004395,-4.499857425689697,0
197,0.0,39.730247497558594,35.827476501464844,0
198,0.0,-31.715543746948242,-51.36650848388672,0
199,0.0,1.0177310705184937,-38.65214538574219,0
200,0.0,-9.809871673583984,9.062480926513672,0
201,0.0,0.29416096210479736,-36.361968994140625,0
202,0.0,-7.144191265106201,-41.869815826416016,0
203,0.0,6.453041076660156,-69.1415023803711,0
204,0.0,2.9773969650268555,-63.622947692871094,0
205,0.0,-26.63127899169922,-22.68268585205078,0
206,0.0,31.29688262939453,-27.13995361328125,0
207,0.0,-0.7363418936729431,16.222980499267578,0
208,0.0,35.8917121887207,-31.890918731689453,0
209,0.0,-0.49571123719215393,-50.77655029296875,0
210,0.0,5.27476167678833,-17.866201400756836,0
211,0.0,-26.329753875732422,-27.573699951171875,0
212,0.0,-29.771718978881836,-44.001102447509766,0
213,0.0,-18.027132034301758,-26.554719924926758,0
214,0.0,24.97349739074707,-19.514413833618164,0
215,0.0,26.34634780883789,-29.565908432006836,0
216,0.0,-3.0118038654327393,0.7858865261077881,0
217,0.0,-41.121856689453125,-20.840808868408203,0
218,0.0,40.609004974365234,3.57918119430542,0
219,0.0,40.79135513305664,39.95682907104492,0
220,0.0,-25.834171295166016,-53.98202133178711,0
221,0.0,35.617942810058594,-11.774327278137207,0
222,0.0,-12.096052169799805,22.945695877075195,0
223,0.0,5.918467998504639,-64.64534759521484,0
224,0.0,-15.872647285461426,12.670517921447754,0
225,0.0,5.538003444671631,-63.5262451171875,0
226,0.0,-51.75938415527344,-8.350004196166992,0
227,0.0,-1.019730567932129,-38.93583297729492,0
228,0.0,32.76367950439453,-27.808629989624023,0
229,0.0,34.55274200439453,29.810827255249023,0
230,0.0,-35.130165100097656,-50.67692947387695,0
231,0.0,27.360734939575195,-22.342628479003906,0
232,0.0,-40.05253219604492,-37.29855728149414,0
233,0.0,-13.146928787231445,-53.158470153808594,0
234,0.0,15.056785583496094,-8.566807746887207,0
235,0.0,1.803043246269226,-37.838016510009766,0
236,0.0,11.666101455688477,25.84801483154297,0
237,0.0,25.211376190185547,-21.725566864013672,0
238,0.0,-14.525613784790039,-32.33667755126953,0
239,0.0,43.60747146606445,33.96822738647461,0
240,0.0,-13.345026969909668,23.31943702697754,0
241,0.0,-23.141298294067383,-28.21070671081543,0
242,0.0,-24.102497100830078,-57.303810119628906,0
243,0.0,48.04461669921875,24.191905975341797,0
244,0.0,-47.981353759765625,-12.040910720825195,0
245,0.0,-43.151329040527344,-11.020125389099121,0
246,0.0,11.243943214416504,-54.88557815551758,0
247,0.0,37.3236198425293,4.950540065765381,0
248,0.0,-38.797584533691406,-35.81637191772461,0
249,0.0,8.07858943939209,-32.321868896484375,0
250,0.0,-11.45382022857666,-23.7209529876709,0
251,0.0,35.81100082397461,-36.04226303100586,0
252,0.0,3.321946144104004,-32.003929138183594,0
253,0.0,-8.861600875854492,-30.38669204711914,0
254,0.0,-9.283266067504883,-13.77400016784668,0
255,0.0,2.8904755115509033,-37.128082275390625,0
256,0.0,-18.46796989440918,-12.107794761657715,0
257,0.0,13.549077987670898,-8.91096305847168,0
258,0.0,9.34091567993164,49.241031646728516,0
259,0.0,0.8588624000549316,18.31816864013672,0
260,0.0,7.0208635330200195,-63.81895065307617,0
261,0.0,-25.85375213623047,1.1116660833358765,0
262,0.0,-28.15116310119629,-18.683855056762695,0
263,0.0,-33.19546890258789,-10.80473518371582,0
264,0.0,1.503631830215454,-36.641056060791016,0
265,0.0,-16.257890701293945,7.780791759490967,0
266,0.0,-28.87423324584961,-16.8383731842041,0
267,0.0,-57.264400482177734,-23.835044860839844,0
268,0.0,18.06570816040039,-18.99529266357422,0
269,0.0,-30.82000160217285,-44.916404724121094,0
270,0.0,-29.32624626159668,-48.19119644165039,0
271,0.0,-23.992103576660156,-51.22952651977539,0
272,0.0,-7.402700901031494,-49.46076965332031,0
273,0.0,42.71445083618164,10.83601188659668,0
274,0.0,-39.579193115234375,0.8394365310668945,0
275,0.0,7.120488166809082,-67.41123962402344,0
276,0.0,9.682768821716309,52.696632385253906,0
277,0.0,-11.1992769241333,-2.8828372955322266,0
278,0.0,15.563167572021484,-31.140541076660156,0
279,0.0,27.084537506103516,-24.679298400878906,0
280,0.0,-25.047014236450195,-24.428878784179688,0
281,0.0,-7.759845733642578,34.117591857910156,0
282,0.0,-14.922889709472656,-42.6005859375,0
283,0.0,5.117825508117676,-42.50132369995117,0
284,0.0,-4.7315144538879395,-26.82783317565918,0
285,0.0,-8.20103645324707,24.72188949584961,0
286,0.0,-7.081435680389404,-61.55805206298828,0
287,0.0,-16.683399200439453,-63.80825424194336,0
288,0.0,-12.280277252197266,-54.745323181152344,0
289,0.0,39.6384391784668,-29.691560745239258,0
290,0.0,-8.242997169494629,-42.096099853515625,0
291,0.0,-14.297536849975586,-53.730857849121094,0
292,0.0,17.677244186401367,54.36900329589844,0
293,0.0,-55.63043212890625,-23.19550132751465,0
294,0.0,26.34634780883789,-29.565908432006836,0
295,0.0,-19.93955421447754,2.4452617168426514,0
296,0.0,-14.446033477783203,-59.53496170043945,0
297,0.0,14.87783145904541,-41.47128677368164,0
298,0.0,-17.901391983032227,-6.346654891967773,0
299,0.0,35.8917121887207,-31.890918731689453,0
300,0.0,-9.226251602172852,-41.85362243652344,0
301,0.0,6.934556484222412,0.5555695295333862,0
302,0.0,-33.02943801879883,-1.0983036756515503,0
303,0.0,14.984735488891602,46.82084655761719,0
304,0.0,-35.532291412353516,-12.492579460144043,0
305,0.0,0.00923123024404049,-8.547503471374512,0
306,0.0,-47.038787841796875,-34.81635284423828,0
307,0.0,14.566758155822754,-14.497170448303223,0
308,0.0,-28.35007667541504,-45.18337631225586,0
309,0.0,13.84143352508545,-17.93624496459961,0
310,0.0,25.27456283569336,4.0224995613098145,0
311,0.0,-27.197511672973633,-52.52411651611328,0
312,0.0,48.612369537353516,23.788225173950195,0
313,0.0,35.45077133178711,-30.137718200683594,0
314,0.0,-19.958415985107422,-62.76949691772461,0
315,0.0,37.530426025390625,33.4516716003418,0
316,0.0,4.404740333557129,-65.54920959472656,0
317,0.0,12.206683158874512,16.21866226196289,0
318,0.0,13.30901050567627,-11.284074783325195,0
319,0.0,40.89497756958008,-21.31890869140625,0
320,0.0,-41.67660903930664,-0.04846980422735214,0
321,0.0,-14.657252311706543,39.9150390625,0
322,0.0,7.465115547180176,-59.851158142089844,0
323,0.0,34.63527297973633,32.56401443481445,0
324,0.0,5.354300498962402,2.282989978790283,0
325,0.0,-14.3838472366333,-39.19501876831055,0
326,0.0,-6.024786472320557,-61.609432220458984,0
327,0.0,-38.58750534057617,25.078418731689453,0
328,0.0,3.4995980262756348,-4.14897346496582,0
329,0.0,30.26161766052246,45.951358795166016,0
330,0.0,42.060142517089844,4.905519962310791,0
331,0.0,-8.299985885620117,-52.3079948425293,0
332,0.0,36.641841888427734,-34.92517852783203,0
333,0.0,-16.45195960998535,-26.53549575805664,0
334,0.0,-0.1772068440914154,-38.15119934082031,0
335,0.0,-23.62212562561035,-8.463940620422363,0
336,0.0,-35.130165100097656,-50.67692947387695,0
337,0.0,17.571216583251953,11.060250282287598,0
338,0.0,-28.006349563598633,-48.234642028808594,0
339,0.0,-25.952871322631836,12.652549743652344,0
340,0.0,36.46417999267578,34.21987533569336,0
341,0.0,28.16400718688965,13.517401695251465,0
342,0.0,-5.825109958648682,-56.096595764160156,0
343,0.0,-4.616668701171875,13.9607572555542,0
344,0.0,43.28812026977539,23.978662490844727,0
345,0.0,5.080409049987793,-31.183664321899414,0
346,0.0,-12.31017780303955,50.38125228881836,0
347,0.0,24.455978393554688,6.806654453277588,0
348,0.0,8.575366973876953,12.487480163574219,0
349,0.0,17.61404037475586,9.880244255065918,0
350,0.0,-26.077428817749023,15.628753662109375,0
351,0.0,-27.82806396484375,-46.182125091552734,0
352,0.0,-12.39712142944336,-1.5458967685699463,0
353,0.0,0.5388456583023071,-3.0013699531555176,0
354,0.0,35.8917121887207,-31.890918731689453,0
355,0.0,-28.67646598815918,26.64619255065918,0
356,0.0,-31.003292083740234,37.069007873535156,0
357,0.0,-14.53519344329834,-7.204283714294434,0
358,0.0,-8.337298393249512,-43.18764114379883,0
359,0.0,-0.9630336761474609,-9.339985847473145,0
360,0.0,-22.324323654174805,-51.7847785949707,0
361,0.0,-26.673999786376953,-45.978878021240234,0
362,0.0,-30.813405990600586,-49.897945404052734,0
363,0.0,-11.259753227233887,6.975297927856445,0
364,0.0,-38.58750534057617,25.078418731689453,0
365,0.0,-27.601354598999023,-27.139415740966797,0
366,0.0,-10.105554580688477,-31.544540405273438,0
367,0.0,-0.7070297002792358,24.576269149780273,0
368,0.0,6.691598892211914,-62.60848617553711,0
369,0.0,13.11441421508789,-13.381442070007324,0
370,0.0,41.46424865722656,31.223217010498047,0
371,0.0,5.001514434814453,-58.41032409667969,0
372,0.0,2.82645845413208,-56.929656982421875,0
373,0.0,8.455227851867676,-7.702800750732422,0
374,0.0,-6.154177188873291,-34.029396057128906,0
375,0.0,29.26763916015625,5.807406902313232,0
376,0.0,-11.49091625213623,12.556458473205566,0
377,0.0,2.82645845413208,-56.929656982421875,0
378,0.0,-5.798048496246338,32.07986068725586,0
379,0.0,-25.28624153137207,17.233171463012695,0
380,0.0,40.95484161376953,35.73235321044922,0
381,0.0,0.900113582611084,-35.46702194213867,0
382,0.0,6.691598892211914,-62.60848617553711,0
383,0.0,-24.932411193847656,23.4848575592041,0
384,0.0,-5.798048496246338,32.07986068725586,0
385,0.0,-29.195629119873047,-55.0638313293457,0
386,0.0,-38.58750534057617,25.078418731689453,0
387,0.0,-28.37187385559082,-47.1206169128418,0
388,0.0,-21.549474716186523,18.497913360595703,0
389,0.0,13.716158866882324,-19.03787612915039,0
390,0.0,3.3515350818634033,-54.43988037109375,0
391,0.0,28.880691528320312,14.184457778930664,0
392,0.0,20.521060943603516,-2.717420816421509,0
393,0.0,4.659383296966553,-29.676250457763672,0
394,0.0,23.752344131469727,-24.339038848876953,0
395,0.0,-0.6461159586906433,-8.039993286132812,0
396,0.0,-13.195296287536621,-32.137535095214844,0
397,0.0,12.67162036895752,-14.490035057067871,0
398,0.0,-14.174575805664062,-54.71442794799805,0
399,0.0,-30.075546264648438,-46.06242752075195,0
400,0.0,37.44117736816406,36.19807434082031,0
401,0.0,-26.440366744995117,-38.32729721069336,0
402,0.0,-6.490918159484863,-54.06324768066406,0
403,0.0,-8.766794204711914,-40.98881912231445,0
404,0.0,-13.033434867858887,0.7283714413642883,0
405,0.0,-35.75737762451172,-49.50886917114258,0
406,0.0,29.196266174316406,5.777392387390137,0
407,0.0,-1.10202956199646,-60.45289611816406,0
408,0.0,14.145450592041016,-1.9969099760055542,0
409,0.0,-31.18267059326172,-46.28096008300781,0
410,0.0,-16.550460815429688,-7.162948131561279,0
411,0.0,-9.005545616149902,-35.737335205078125,0
412,0.0,16.355876922607422,9.097493171691895,0
413,0.0,-30.59433364868164,-47.481719970703125,0
414,0.0,20.435850143432617,36.64924621582031,0
415,0.0,-12.088492393493652,-53.58015441894531,0
416,0.0,27.575529098510742,22.580486297607422,0
417,0.0,-7.773100852966309,-41.08485412597656,0
418,0.0,1.687902808189392,14.595562934875488,0
419,0.0,21.850263595581055,17.46318244934082,0
420,0.0,-7.407632827758789,-45.52311325073242,0
421,0.0,41.39332580566406,7.780981540679932,0
422,0.0,-26.854846954345703,33.72187042236328,0
423,0.0,29.330345153808594,10.166695594787598,0
424,0.0,-5.5555877685546875,-55.523624420166016,0
425,0.0,14.58066463470459,5.421002388000488,0
426,0.0,-10.818890571594238,-0.5643311142921448,0
427,0.0,-28.943998336791992,-46.1169319152832,0
428,0.0,-6.2269287109375,-35.21860122680664,0
429,0.0,0.2856684923171997,-47.47784423828125,0
430,0.0,-7.084142208099365,-35.81619644165039,0
431,0.0,5.538003444671631,-63.5262451171875,0
432,0.0,-19.22793197631836,-56.3231201171875,0
433,0.0,-10.105554580688477,-31.544540405273438,0
434,0.0,-49.15383529663086,-12.617008209228516,0
435,0.0,32.76367950439453,-27.808629989624023,0
436,0.0,12.166891098022461,15.380755424499512,0
437,0.0,-27.415159225463867,-25.527528762817383,0
438,0.0,34.646976470947266,37.388458251953125,0
439,0.0,-3.8280599117279053,-26.078205108642578,0
440,0.0,-0.08987343311309814,-64.11087799072266,0
441,0.0,-11.093270301818848,-41.2835578918457,0
442,0.0,-28.40880012512207,-43.97721862792969,0
443,0.0,0.9333619475364685,-56.476112365722656,0
444,0.0,-44.836021423339844,-16.43157196044922,0
445,0.0,27.505613327026367,9.31093692779541,0
446,0.0,-26.62288475036621,-56.175575256347656,0
447,0.0,5.224361896514893,13.172699928283691,0
448,0.0,-3.965059518814087,-55.75361251831055,0
449,0.0,84.10228729248047,21.606117248535156,0
450,0.0,14.73377513885498,-18.582298278808594,0
451,0.0,84.25994873046875,19.463287353515625,0
452,0.0,87.63909149169922,21.410268783569336,0
453,0.0,-17.44903564453125,-42.56102752685547,0
454,0.0,-6.2583394050598145,-36.519065856933594,0
455,0.0,-37.24979782104492,-51.54536819458008,0
456,0.0,84.90037536621094,17.413543701171875,0
457,0.0,72.49642181396484,11.160747528076172,0
458,0.0,72.49642181396484,11.160747528076172,0
459,0.0,76.86752319335938,16.152814865112305,0
460,0.0,75.71247100830078,12.89753532409668,0
461,0.0,82.14874267578125,20.785667419433594,0
462,0.0,84.90037536621094,17.413543701171875,0
463,0.0,-7.1235785484313965,-34.625709533691406,0
464,0.0,76.86752319335938,16.152814865112305,0
465,0.0,84.90037536621094,17.413543701171875,0
466,0.0,86.56526184082031,18.463916778564453,0
467,0.0,75.75019073486328,14.063797950744629,0
468,0.0,84.25994873046875,19.463287353515625,0
469,0.0,5.6078877449035645,5.433436393737793,0
470,0.0,23.24928855895996,11.107063293457031,0
471,0.0,84.83000183105469,23.51944351196289,0
472,0.0,73.25443267822266,15.257452011108398,0
473,0.0,43.59999465942383,4.18289041519165,0
474,0.0,45.277305603027344,25.119993209838867,0
475,0.0,39.836936950683594,30.448503494262695,0
476,0.0,-10.200508117675781,-1.3131192922592163,0
477,0.0,40.74887466430664,38.178321838378906,0
478,0.0,-27.02520751953125,18.43299102783203,0
479,0.0,-25.40325164794922,6.543753623962402,0
480,0.0,76.86752319335938,16.152814865112305,0
481,0.0,43.85272216796875,0.3898485004901886,0
482,0.0,42.30446243286133,8.406993865966797,0
483,0.0,36.443138122558594,35.52224349975586,0
484,0.0,41.8870735168457,21.920589447021484,0
485,0.0,46.432010650634766,44.29532241821289,0
486,0.0,38.4521598815918,27.873682022094727,0
487,0.0,21.002851486206055,1.7501907348632812,0
488,0.0,1.3178139925003052,-27.301374435424805,0
489,0.0,41.66313171386719,37.01498794555664,0
490,0.0,48.71959686279297,4.196451663970947,0
491,0.0,43.77732849121094,2.6858575344085693,0
492,0.0,-21.778972625732422,-20.374792098999023,0
493,0.0,-15.83173942565918,-8.672500610351562,0
494,0.0,7.000570774078369,16.88343620300293,0
495,0.0,16.745492935180664,-41.698543548583984,0
496,0.0,42.22039031982422,35.62528610229492,0
497,0.0,-28.573291778564453,15.76604175567627,0
498,0.0,41.269771575927734,32.96220397949219,0
499,0.0,37.62339401245117,30.491622924804688,0
500,0.0,-23.18808364868164,18.252588272094727,0
501,0.0,38.149749755859375,3.5269274711608887,0
502,0.0,38.747562408447266,32.860904693603516,0
503,0.0,14.293107986450195,12.105350494384766,0
504,0.0,28.087738037109375,14.305103302001953,0
505,0.0,35.18389129638672,34.3388671875,0
506,0.0,39.76396942138672,13.062556266784668,0
507,0.0,42.43077850341797,7.324833869934082,0
508,0.0,-11.284687042236328,-1.7029353380203247,0
509,0.0,36.62278747558594,38.21409225463867,0
510,0.0,-24.58597755432129,-19.346538543701172,0
511,0.0,43.15176010131836,37.32376480102539,0
512,0.0,39.93050003051758,33.423065185546875,0
513,0.0,-11.755171775817871,-0.7997286915779114,0
514,0.0,38.311729431152344,2.784688711166382,0
515,0.0,14.648539543151855,-47.036800384521484,0
516,0.0,43.32728576660156,5.608176231384277,0
517,0.0,41.39663314819336,6.846567630767822,0
518,0.0,-19.41952133178711,-42.59857940673828,0
519,0.0,39.127567291259766,37.7369384765625,0
520,0.0,4.983730316162109,4.092750072479248,0
521,0.0,31.15570068359375,39.004920959472656,0
522,0.0,26.417264938354492,16.57201385498047,0
523,0.0,44.633087158203125,9.971138954162598,0
524,0.0,44.44068145751953,25.756481170654297,0
525,0.0,26.887643814086914,17.631359100341797,0
526,0.0,36.3662223815918,20.999317169189453,0
527,0.0,67.1315689086914,17.57177734375,0
528,0.0,67.13158416748047,17.571773529052734,0
529,0.0,38.750709533691406,31.537485122680664,0
530,0.0,39.53302001953125,39.00969314575195,0
531,0.0,42.2161979675293,38.75138854980469,0
532,0.0,41.28557586669922,2.5142595767974854,0
533,0.0,84.25994873046875,19.463287353515625,0
534,0.0,46.58300018310547,4.609615325927734,0
535,0.0,-5.7587385177612305,41.58564758300781,0
536,0.0,40.10609817504883,32.097862243652344,0
537,0.0,44.35530471801758,7.627232551574707,0
538,0.0,1.3180538415908813,-27.301563262939453,0
539,0.0,39.671146392822266,34.64662551879883,0
540,0.0,46.78541564941406,7.129477500915527,0
541,0.0,38.51123809814453,8.538875579833984,0
542,0.0,37.5850830078125,34.793331146240234,0
543,0.0,-22.487836837768555,-23.450422286987305,0
544,0.0,-45.61043930053711,-37.48824691772461,0
545,0.0,16.831478118896484,44.659786224365234,0
546,0.0,14.648539543151855,-47.036800384521484,0
547,0.0,-13.46889877319336,49.64884948730469,0
548,0.0,81.98279571533203,22.325037002563477,0
549,0.0,36.36619186401367,20.999317169189453,0
550,0.0,76.86752319335938,16.152814865112305,0
551,0.0,35.28057098388672,38.88859558105469,0
